"","SEX","age2","ftyr","inc_bucket","college","race2","marital_status","urbanicity","total"
"2889","Female","Silent","full-time year-round worker","low_income","college","White","Divorced/separated/widowed","rural",408
"2890","Male","Silent","full-time year-round worker","upper_middle_income","college","Non-white","Never married","urban",407
"2891","Female","Silent","full-time year-round worker","low_income","non-college","White","Married","suburban",407
"2892","Female","Millennial","full-time year-round worker","NA","college","White","Married","urban",402
"2893","Male","Gen X","not ftyr","high_income","college","Non-white","Never married","rural",399
"2894","Female","Gen Z","full-time year-round worker","upper_middle_income","college","White","Never married","urban",398
"2895","Female","Silent","full-time year-round worker","low_income","college","White","Divorced/separated/widowed","urban",398
"2896","Male","Silent","full-time year-round worker","low_income","college","White","Married","rural",396
"2897","Male","Silent","full-time year-round worker","upper_middle_income","non-college","Non-white","Never married","suburban",395
"2898","Female","Gen X","not ftyr","NA","college","Non-white","Married","suburban",394
"2899","Female","Gen Z","not ftyr","high_income","college","Non-white","Never married","suburban",393
"2900","Female","Silent","full-time year-round worker","upper_middle_income","non-college","Non-white","Never married","suburban",393
"2901","Female","Silent","not ftyr","high_income","non-college","Non-white","Never married","rural",392
"2902","Female","Gen X","full-time year-round worker","NA","college","Non-white","Married","urban",390
"2903","Male","Silent","full-time year-round worker","low_income","non-college","White","Divorced/separated/widowed","urban",389
"2904","Female","Millennial","not ftyr","NA","college","White","Married","rural",389
"2905","Female","Silent","full-time year-round worker","upper_middle_income","college","Non-white","Never married","suburban",387
"2906","Female","Silent","full-time year-round worker","upper_middle_income","college","Non-white","Divorced/separated/widowed","rural",386
"2907","Female","Gen Z","not ftyr","high_income","college","Non-white","Never married","urban",383
"2908","Male","Silent","full-time year-round worker","high_income","non-college","White","Never married","urban",382
"2909","Female","Gen Z","full-time year-round worker","low_income","non-college","White","Divorced/separated/widowed","rural",382
"2910","Female","Millennial","not ftyr","NA","college","Non-white","Married","rural",382
"2911","Male","Gen Z","not ftyr","upper_middle_income","non-college","White","Divorced/separated/widowed","suburban",381
"2912","Female","Boomers","full-time year-round worker","NA","non-college","Non-white","Married","rural",381
"2913","Male","Gen Z","full-time year-round worker","upper_middle_income","non-college","White","Divorced/separated/widowed","suburban",380
"2914","Male","Gen X","full-time year-round worker","NA","college","Non-white","Married","rural",379
"2915","Male","Millennial","full-time year-round worker","high_income","college","Non-white","Divorced/separated/widowed","rural",378
"2916","Male","Gen Z","not ftyr","upper_middle_income","college","White","Never married","urban",377
"2917","Male","Gen X","not ftyr","NA","college","White","Married","urban",376
"2918","Female","Gen Z","not ftyr","upper_middle_income","college","White","Never married","rural",375
"2919","Male","Silent","not ftyr","middle_income","college","Non-white","Never married","rural",373
"2920","Male","Silent","not ftyr","high_income","college","Non-white","Never married","urban",371
"2921","Female","Millennial","not ftyr","high_income","college","Non-white","Divorced/separated/widowed","rural",371
"2922","Female","Boomers","full-time year-round worker","NA","non-college","Non-white","Divorced/separated/widowed","suburban",371
"2923","Female","Gen X","full-time year-round worker","NA","non-college","White","Divorced/separated/widowed","urban",362
"2924","Female","Gen Z","not ftyr","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","rural",360
"2925","Male","Silent","not ftyr","high_income","college","Non-white","Never married","suburban",357
"2926","Female","Gen Z","full-time year-round worker","middle_income","college","Non-white","Never married","urban",356
"2927","Female","Gen X","full-time year-round worker","NA","non-college","Non-white","Never married","rural",356
"2928","Male","Millennial","not ftyr","NA","college","White","Divorced/separated/widowed","urban",355
"2929","Female","Gen X","full-time year-round worker","NA","college","Non-white","Never married","suburban",355
"2930","Female","Silent","full-time year-round worker","low_income","non-college","Non-white","Never married","suburban",351
"2931","Male","Gen Z","not ftyr","high_income","college","Non-white","Never married","urban",348
"2932","Male","Silent","full-time year-round worker","middle_income","college","Non-white","Married","rural",348
"2933","Female","Gen Z","not ftyr","NA","non-college","White","Divorced/separated/widowed","urban",348
"2934","Female","Silent","full-time year-round worker","middle_income","college","White","Never married","rural",345
"2935","Female","Gen Z","full-time year-round worker","middle_income","non-college","Non-white","Divorced/separated/widowed","suburban",343
"2936","Female","Boomers","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","urban",343
"2937","Male","Millennial","full-time year-round worker","NA","college","White","Divorced/separated/widowed","rural",340
"2938","Female","Gen Z","not ftyr","high_income","non-college","White","Divorced/separated/widowed","suburban",340
"2939","Female","Gen X","not ftyr","high_income","college","Non-white","Never married","rural",339
"2940","Female","Gen Z","not ftyr","NA","non-college","White","Divorced/separated/widowed","suburban",338
"2941","Female","Boomers","full-time year-round worker","NA","non-college","Non-white","Never married","urban",335
"2942","Female","Gen Z","full-time year-round worker","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","suburban",334
"2943","Female","Boomers","full-time year-round worker","NA","college","White","Divorced/separated/widowed","urban",325
"2944","Male","Gen Z","not ftyr","low_income","college","Non-white","Never married","rural",324
"2945","Male","Gen Z","not ftyr","high_income","college","White","Never married","urban",322
"2946","Female","Boomers","full-time year-round worker","NA","college","Non-white","Married","suburban",319
"2947","Male","Boomers","full-time year-round worker","NA","college","White","Divorced/separated/widowed","rural",318
"2948","Male","Gen Z","full-time year-round worker","upper_middle_income","non-college","White","Married","urban",314
"2949","Female","Gen Z","full-time year-round worker","middle_income","non-college","Non-white","Divorced/separated/widowed","rural",313
"2950","Male","Gen Z","not ftyr","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","urban",312
"2951","Female","Millennial","full-time year-round worker","NA","non-college","Non-white","Divorced/separated/widowed","urban",309
"2952","Female","Silent","full-time year-round worker","middle_income","college","Non-white","Never married","urban",309
"2953","Female","Boomers","full-time year-round worker","NA","college","Non-white","Married","urban",308
"2954","Male","Gen Z","full-time year-round worker","NA","non-college","White","Married","rural",307
"2955","Male","Gen Z","full-time year-round worker","high_income","college","White","Never married","urban",306
"2956","Male","Gen Z","not ftyr","middle_income","college","White","Never married","urban",304
"2957","Male","Silent","full-time year-round worker","low_income","non-college","White","Never married","suburban",304
"2958","Female","Millennial","full-time year-round worker","NA","college","Non-white","Married","urban",304
"2959","Female","Gen X","not ftyr","NA","college","White","Married","rural",304
"2960","Female","Gen X","full-time year-round worker","NA","college","Non-white","Never married","urban",301
"2961","Male","Silent","full-time year-round worker","upper_middle_income","college","Non-white","Divorced/separated/widowed","rural",299
"2962","Female","Silent","full-time year-round worker","high_income","college","White","Never married","suburban",299
"2963","Female","Gen X","full-time year-round worker","NA","college","White","Divorced/separated/widowed","rural",297
"2964","Female","Gen Z","not ftyr","high_income","college","White","Never married","urban",296
"2965","Male","Gen Z","not ftyr","high_income","non-college","White","Married","urban",295
"2966","Male","Silent","full-time year-round worker","middle_income","college","Non-white","Divorced/separated/widowed","rural",294
"2967","Female","Gen X","not ftyr","high_income","college","Non-white","Divorced/separated/widowed","rural",294
"2968","Female","Silent","full-time year-round worker","middle_income","non-college","Non-white","Never married","rural",293
"2969","Female","Gen X","full-time year-round worker","NA","non-college","White","Married","urban",292
"2970","Male","Gen Z","full-time year-round worker","upper_middle_income","non-college","White","Divorced/separated/widowed","rural",290
"2971","Male","Silent","not ftyr","NA","college","Non-white","Married","rural",290
"2972","Female","Boomers","full-time year-round worker","NA","college","White","Never married","rural",290
"2973","Male","Gen Z","not ftyr","middle_income","non-college","Non-white","Divorced/separated/widowed","urban",289
"2974","Male","Millennial","full-time year-round worker","low_income","college","Non-white","Divorced/separated/widowed","rural",289
"2975","Male","Boomers","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","rural",289
"2976","Male","Gen Z","not ftyr","NA","college","White","Never married","urban",288
"2977","Male","Gen Z","not ftyr","upper_middle_income","college","White","Never married","rural",287
"2978","Male","Boomers","full-time year-round worker","NA","college","Non-white","Married","suburban",287
"2979","Female","Gen Z","full-time year-round worker","low_income","college","White","Never married","rural",287
"2980","Female","Gen Z","full-time year-round worker","high_income","college","White","Never married","suburban",286
"2981","Female","Millennial","full-time year-round worker","NA","non-college","Non-white","Divorced/separated/widowed","rural",286
"2982","Male","Gen Z","not ftyr","high_income","college","Non-white","Never married","suburban",285
"2983","Female","Boomers","full-time year-round worker","NA","non-college","Non-white","Divorced/separated/widowed","rural",285
"2984","Female","Boomers","not ftyr","NA","college","Non-white","Never married","rural",284
"2985","Female","Gen X","not ftyr","NA","college","Non-white","Married","urban",283
"2986","Female","Boomers","full-time year-round worker","NA","college","Non-white","Never married","urban",282
"2987","Male","Millennial","full-time year-round worker","NA","college","Non-white","Married","rural",281
"2988","Male","Silent","full-time year-round worker","middle_income","non-college","Non-white","Never married","rural",281
"2989","Male","Silent","full-time year-round worker","high_income","non-college","White","Never married","suburban",280
"2990","Female","Gen Z","full-time year-round worker","low_income","non-college","White","Divorced/separated/widowed","suburban",280
"2991","Female","Silent","not ftyr","upper_middle_income","college","Non-white","Never married","rural",280
"2992","Female","Gen Z","full-time year-round worker","low_income","non-college","White","Married","urban",277
"2993","Male","Gen Z","full-time year-round worker","high_income","college","White","Never married","suburban",276
"2994","Female","Gen Z","not ftyr","low_income","non-college","White","Divorced/separated/widowed","urban",276
"2995","Male","Silent","not ftyr","NA","college","Non-white","Never married","rural",275
"2996","Female","Silent","full-time year-round worker","low_income","college","Non-white","Divorced/separated/widowed","suburban",275
"2997","Male","Gen Z","full-time year-round worker","NA","non-college","Non-white","Married","urban",274
"2998","Male","Gen Z","not ftyr","middle_income","college","White","Never married","rural",274
"2999","Male","Gen Z","full-time year-round worker","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","suburban",269
"3000","Male","Gen Z","not ftyr","NA","college","Non-white","Never married","urban",269
"3001","Female","Gen X","full-time year-round worker","NA","college","White","Never married","rural",261
"3002","Male","Gen X","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","rural",259
"3003","Female","Gen X","full-time year-round worker","NA","college","Non-white","Never married","rural",258
"3004","Female","Millennial","full-time year-round worker","NA","non-college","White","Divorced/separated/widowed","urban",256
"3005","Male","Silent","full-time year-round worker","low_income","non-college","White","Never married","rural",255
"3006","Male","Gen Z","full-time year-round worker","high_income","non-college","Non-white","Married","rural",254
"3007","Male","Silent","full-time year-round worker","low_income","college","White","Never married","urban",254
"3008","Male","Gen Z","full-time year-round worker","middle_income","college","Non-white","Never married","suburban",253
"3009","Female","Gen Z","full-time year-round worker","upper_middle_income","college","White","Never married","rural",252
"3010","Female","Gen X","full-time year-round worker","NA","college","White","Never married","urban",251
"3011","Male","Silent","full-time year-round worker","low_income","college","White","Never married","suburban",249
"3012","Female","Gen Z","not ftyr","middle_income","non-college","White","Divorced/separated/widowed","urban",249
"3013","Female","Boomers","full-time year-round worker","NA","college","Non-white","Never married","suburban",249
"3014","Male","Silent","full-time year-round worker","NA","college","White","Never married","rural",247
"3015","Female","Silent","full-time year-round worker","low_income","non-college","White","Never married","suburban",247
"3016","Male","Millennial","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","urban",246
"3017","Male","Boomers","full-time year-round worker","NA","college","Non-white","Never married","rural",246
"3018","Female","Gen Z","full-time year-round worker","upper_middle_income","non-college","White","Divorced/separated/widowed","rural",246
"3019","Male","Silent","full-time year-round worker","middle_income","college","White","Never married","rural",243
"3020","Male","Silent","not ftyr","high_income","non-college","Non-white","Never married","rural",243
"3021","Female","Millennial","not ftyr","NA","college","White","Divorced/separated/widowed","rural",243
"3022","Male","Gen Z","full-time year-round worker","low_income","non-college","White","Divorced/separated/widowed","rural",238
"3023","Female","Gen Z","full-time year-round worker","NA","non-college","Non-white","Married","suburban",238
"3024","Female","Gen X","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","urban",238
"3025","Male","Millennial","not ftyr","NA","college","Non-white","Divorced/separated/widowed","urban",237
"3026","Female","Boomers","full-time year-round worker","NA","college","White","Married","rural",234
"3027","Female","Silent","full-time year-round worker","high_income","non-college","Non-white","Never married","suburban",234
"3028","Female","Silent","full-time year-round worker","NA","college","White","Never married","rural",234
"3029","Male","Silent","full-time year-round worker","low_income","college","Non-white","Divorced/separated/widowed","urban",233
"3030","Female","Silent","full-time year-round worker","low_income","non-college","Non-white","Married","suburban",233
"3031","Male","Boomers","full-time year-round worker","NA","college","White","Divorced/separated/widowed","urban",231
"3032","Female","Silent","full-time year-round worker","low_income","non-college","Non-white","Married","urban",230
"3033","Male","Gen X","not ftyr","high_income","college","Non-white","Divorced/separated/widowed","rural",229
"3034","Female","Silent","full-time year-round worker","upper_middle_income","college","Non-white","Married","rural",229
"3035","Male","Gen Z","full-time year-round worker","upper_middle_income","college","Non-white","Never married","urban",228
"3036","Male","Silent","full-time year-round worker","upper_middle_income","college","White","Never married","rural",228
"3037","Male","Gen X","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","urban",227
"3038","Male","Silent","full-time year-round worker","low_income","college","Non-white","Married","suburban",227
"3039","Female","Silent","not ftyr","NA","college","Non-white","Married","rural",226
"3040","Female","Gen Z","full-time year-round worker","high_income","college","Non-white","Never married","urban",225
"3041","Female","Millennial","not ftyr","NA","college","White","Divorced/separated/widowed","suburban",225
"3042","Female","Gen Z","not ftyr","upper_middle_income","non-college","White","Divorced/separated/widowed","urban",221
"3043","Female","Silent","full-time year-round worker","middle_income","college","Non-white","Divorced/separated/widowed","rural",221
"3044","Female","Silent","full-time year-round worker","middle_income","college","Non-white","Never married","suburban",221
"3045","Male","Gen Z","full-time year-round worker","middle_income","college","Non-white","Married","suburban",220
"3046","Male","Silent","full-time year-round worker","low_income","college","White","Divorced/separated/widowed","rural",219
"3047","Female","Gen Z","not ftyr","NA","college","White","Never married","suburban",219
"3048","Female","Boomers","not ftyr","high_income","college","Non-white","Never married","rural",219
"3049","Female","Silent","full-time year-round worker","high_income","non-college","Non-white","Divorced/separated/widowed","rural",218
"3050","Male","Gen Z","full-time year-round worker","middle_income","non-college","White","Divorced/separated/widowed","suburban",216
"3051","Female","Gen Z","full-time year-round worker","middle_income","college","Non-white","Never married","suburban",216
"3052","Female","Gen X","full-time year-round worker","NA","college","White","Married","urban",216
"3053","Male","Silent","full-time year-round worker","upper_middle_income","non-college","Non-white","Never married","rural",215
"3054","Male","Gen Z","full-time year-round worker","middle_income","college","Non-white","Never married","urban",212
"3055","Male","Gen Z","full-time year-round worker","upper_middle_income","college","White","Never married","urban",212
"3056","Male","Millennial","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","suburban",212
"3057","Female","Gen Z","full-time year-round worker","NA","non-college","White","Married","suburban",211
"3058","Male","Silent","full-time year-round worker","middle_income","college","Non-white","Never married","urban",210
"3059","Male","Silent","full-time year-round worker","high_income","non-college","Non-white","Never married","urban",209
"3060","Female","Boomers","not ftyr","NA","college","Non-white","Married","rural",205
"3061","Male","Boomers","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","suburban",204
"3062","Female","Silent","full-time year-round worker","NA","non-college","White","Never married","suburban",203
"3063","Male","Gen Z","not ftyr","NA","non-college","White","Divorced/separated/widowed","rural",201
"3064","Female","Gen Z","not ftyr","NA","college","White","Never married","urban",201
"3065","Male","Gen Z","full-time year-round worker","middle_income","non-college","Non-white","Divorced/separated/widowed","urban",198
"3066","Male","Gen X","full-time year-round worker","NA","college","White","Divorced/separated/widowed","urban",197
"3067","Male","Silent","full-time year-round worker","high_income","college","Non-white","Never married","urban",197
"3068","Female","Gen X","full-time year-round worker","NA","college","Non-white","Married","suburban",195
"3069","Female","Gen X","not ftyr","NA","college","Non-white","Married","rural",195
"3070","Male","Boomers","full-time year-round worker","NA","college","Non-white","Married","rural",189
"3071","Male","Gen Z","full-time year-round worker","NA","non-college","White","Married","urban",188
"3072","Male","Boomers","not ftyr","high_income","college","Non-white","Never married","rural",188
"3073","Male","Silent","full-time year-round worker","low_income","college","White","Married","urban",188
"3074","Female","Gen Z","not ftyr","high_income","non-college","Non-white","Divorced/separated/widowed","suburban",188
"3075","Male","Gen Z","not ftyr","NA","college","White","Never married","suburban",187
"3076","Male","Silent","full-time year-round worker","NA","non-college","White","Married","suburban",185
"3077","Male","Gen Z","not ftyr","high_income","non-college","Non-white","Married","rural",184
"3078","Female","Silent","full-time year-round worker","high_income","non-college","Non-white","Married","rural",183
"3079","Female","Silent","full-time year-round worker","upper_middle_income","non-college","White","Never married","rural",182
"3080","Male","Gen Z","full-time year-round worker","middle_income","college","White","Never married","urban",181
"3081","Female","Millennial","not ftyr","NA","college","Non-white","Divorced/separated/widowed","urban",181
"3082","Female","Gen X","full-time year-round worker","NA","college","White","Married","rural",180
"3083","Male","Boomers","full-time year-round worker","NA","college","White","Married","urban",179
"3084","Female","Gen Z","not ftyr","NA","non-college","Non-white","Divorced/separated/widowed","suburban",179
"3085","Male","Gen Z","full-time year-round worker","middle_income","college","White","Never married","rural",178
"3086","Male","Millennial","full-time year-round worker","NA","college","White","Divorced/separated/widowed","urban",178
"3087","Female","Gen Z","not ftyr","middle_income","college","Non-white","Never married","rural",178
"3088","Female","Gen X","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","suburban",178
"3089","Female","Silent","full-time year-round worker","low_income","non-college","White","Never married","urban",178
"3090","Female","Gen Z","full-time year-round worker","low_income","college","Non-white","Never married","suburban",172
"3091","Male","Boomers","full-time year-round worker","high_income","college","Non-white","Never married","rural",171
"3092","Male","Silent","full-time year-round worker","high_income","non-college","Non-white","Divorced/separated/widowed","rural",171
"3093","Female","Boomers","full-time year-round worker","NA","college","White","Divorced/separated/widowed","rural",171
"3094","Female","Silent","full-time year-round worker","upper_middle_income","college","White","Never married","rural",170
"3095","Female","Gen Z","full-time year-round worker","NA","non-college","White","Married","rural",166
"3096","Female","Silent","full-time year-round worker","low_income","college","White","Never married","urban",166
"3097","Female","Gen Z","not ftyr","NA","non-college","Non-white","Divorced/separated/widowed","urban",165
"3098","Female","Silent","full-time year-round worker","upper_middle_income","non-college","Non-white","Never married","rural",165
"3099","Male","Gen Z","full-time year-round worker","low_income","college","Non-white","Never married","suburban",164
"3100","Male","Gen Z","full-time year-round worker","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","urban",164
"3101","Male","Silent","not ftyr","upper_middle_income","college","Non-white","Never married","rural",163
"3102","Female","Gen Z","not ftyr","middle_income","college","White","Married","suburban",163
"3103","Female","Gen Z","not ftyr","low_income","college","Non-white","Never married","rural",162
"3104","Male","Gen Z","full-time year-round worker","low_income","non-college","Non-white","Divorced/separated/widowed","suburban",161
"3105","Male","Boomers","full-time year-round worker","NA","college","Non-white","Married","urban",160
"3106","Female","Boomers","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","suburban",160
"3107","Male","Silent","full-time year-round worker","high_income","college","White","Never married","rural",158
"3108","Female","Boomers","full-time year-round worker","NA","college","Non-white","Never married","rural",156
"3109","Male","Gen Z","not ftyr","NA","non-college","Non-white","Divorced/separated/widowed","rural",155
"3110","Female","Gen Z","full-time year-round worker","high_income","college","White","Never married","urban",152
"3111","Female","Silent","full-time year-round worker","low_income","non-college","Non-white","Never married","rural",152
"3112","Female","Gen Z","full-time year-round worker","low_income","non-college","Non-white","Divorced/separated/widowed","suburban",151
"3113","Male","Gen Z","full-time year-round worker","upper_middle_income","college","White","Married","suburban",149
"3114","Female","Gen Z","not ftyr","NA","college","White","Never married","rural",148
"3115","Female","Silent","full-time year-round worker","low_income","non-college","Non-white","Married","rural",148
"3116","Female","Gen Z","full-time year-round worker","upper_middle_income","college","Non-white","Married","urban",147
"3117","Male","Silent","full-time year-round worker","high_income","non-college","Non-white","Never married","suburban",146
"3118","Male","Gen Z","not ftyr","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","suburban",145
"3119","Female","Gen Z","full-time year-round worker","middle_income","college","White","Never married","urban",144
"3120","Female","Gen Z","full-time year-round worker","high_income","non-college","White","Married","rural",144
"3121","Male","Gen Z","full-time year-round worker","NA","non-college","White","Divorced/separated/widowed","suburban",141
"3122","Male","Silent","full-time year-round worker","low_income","college","Non-white","Divorced/separated/widowed","suburban",141
"3123","Female","Gen Z","not ftyr","middle_income","college","Non-white","Married","suburban",141
"3124","Female","Gen Z","not ftyr","upper_middle_income","college","Non-white","Never married","rural",141
"3125","Female","Gen Z","full-time year-round worker","high_income","non-college","Non-white","Married","urban",140
"3126","Male","Gen Z","full-time year-round worker","middle_income","non-college","Non-white","Divorced/separated/widowed","rural",135
"3127","Male","Gen Z","full-time year-round worker","high_income","non-college","Non-white","Married","urban",135
"3128","Male","Silent","full-time year-round worker","NA","college","White","Married","suburban",135
"3129","Female","Gen Z","not ftyr","middle_income","college","Non-white","Married","urban",134
"3130","Female","Silent","not ftyr","high_income","college","Non-white","Never married","rural",134
"3131","Female","Silent","full-time year-round worker","high_income","non-college","White","Never married","urban",133
"3132","Male","Silent","not ftyr","high_income","college","Non-white","Never married","rural",131
"3133","Male","Gen Z","not ftyr","middle_income","non-college","White","Divorced/separated/widowed","urban",130
"3134","Male","Silent","full-time year-round worker","upper_middle_income","college","Non-white","Never married","suburban",130
"3135","Male","Silent","full-time year-round worker","high_income","non-college","White","Never married","rural",130
"3136","Female","Silent","full-time year-round worker","NA","non-college","White","Married","suburban",130
"3137","Male","Gen Z","not ftyr","NA","college","White","Never married","rural",128
"3138","Female","Gen Z","full-time year-round worker","middle_income","non-college","White","Divorced/separated/widowed","urban",128
"3139","Female","Millennial","not ftyr","NA","college","Non-white","Divorced/separated/widowed","suburban",128
"3140","Female","Silent","full-time year-round worker","low_income","college","White","Never married","suburban",128
"3141","Female","Gen Z","not ftyr","NA","non-college","Non-white","Divorced/separated/widowed","rural",124
"3142","Female","Millennial","full-time year-round worker","NA","college","White","Divorced/separated/widowed","rural",124
"3143","Female","Gen Z","full-time year-round worker","low_income","non-college","Non-white","Divorced/separated/widowed","urban",123
"3144","Female","Gen Z","not ftyr","NA","non-college","Non-white","Married","rural",123
"3145","Female","Silent","full-time year-round worker","NA","college","Non-white","Never married","urban",120
"3146","Male","Gen Z","not ftyr","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","rural",118
"3147","Male","Silent","full-time year-round worker","low_income","non-college","Non-white","Never married","rural",118
"3148","Female","Boomers","full-time year-round worker","NA","college","White","Married","urban",116
"3149","Male","Gen Z","full-time year-round worker","middle_income","college","Non-white","Never married","rural",115
"3150","Female","Gen Z","full-time year-round worker","low_income","college","White","Never married","suburban",115
"3151","Female","Gen Z","full-time year-round worker","high_income","non-college","Non-white","Married","suburban",115
"3152","Female","Gen Z","full-time year-round worker","high_income","college","White","Married","rural",114
"3153","Female","Silent","full-time year-round worker","high_income","college","Non-white","Never married","suburban",114
"3154","Male","Gen Z","not ftyr","upper_middle_income","college","White","Married","urban",113
"3155","Female","Gen Z","not ftyr","middle_income","college","White","Married","rural",113
"3156","Male","Gen Z","not ftyr","upper_middle_income","college","Non-white","Never married","rural",111
"3157","Male","Silent","full-time year-round worker","middle_income","college","Non-white","Never married","suburban",111
"3158","Female","Millennial","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","suburban",111
"3159","Male","Boomers","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","urban",110
"3160","Male","Silent","full-time year-round worker","low_income","non-college","Non-white","Never married","suburban",110
"3161","Female","Silent","full-time year-round worker","high_income","non-college","White","Never married","suburban",110
"3162","Female","Gen Z","full-time year-round worker","upper_middle_income","college","Non-white","Divorced/separated/widowed","suburban",108
"3163","Female","Gen X","full-time year-round worker","NA","college","White","Married","suburban",108
"3164","Male","Gen Z","not ftyr","low_income","non-college","White","Divorced/separated/widowed","urban",107
"3165","Male","Gen Z","not ftyr","middle_income","college","Non-white","Never married","rural",105
"3166","Male","Gen Z","not ftyr","NA","college","Non-white","Never married","rural",105
"3167","Female","Gen X","full-time year-round worker","NA","college","White","Divorced/separated/widowed","urban",105
"3168","Female","Gen Z","full-time year-round worker","upper_middle_income","college","Non-white","Divorced/separated/widowed","urban",103
"3169","Male","Gen Z","not ftyr","middle_income","college","White","Married","rural",100
"3170","Male","Silent","full-time year-round worker","low_income","non-college","White","Never married","urban",100
"3171","Female","Millennial","not ftyr","NA","college","White","Divorced/separated/widowed","urban",100
"3172","Female","Gen Z","full-time year-round worker","high_income","college","Non-white","Never married","suburban",99
"3173","Female","Gen Z","full-time year-round worker","middle_income","college","White","Married","rural",97
"3174","Female","Gen Z","not ftyr","upper_middle_income","college","White","Married","suburban",97
"3175","Female","Gen Z","full-time year-round worker","high_income","non-college","White","Married","urban",96
"3176","Female","Silent","full-time year-round worker","low_income","non-college","White","Never married","rural",96
"3177","Male","Gen Z","full-time year-round worker","upper_middle_income","college","Non-white","Never married","rural",95
"3178","Female","Silent","full-time year-round worker","NA","college","Non-white","Married","urban",95
"3179","Female","Gen Z","not ftyr","high_income","non-college","White","Divorced/separated/widowed","rural",94
"3180","Male","Silent","full-time year-round worker","NA","college","White","Married","rural",92
"3181","Male","Silent","full-time year-round worker","NA","non-college","White","Married","rural",90
"3182","Female","Silent","full-time year-round worker","low_income","college","Non-white","Divorced/separated/widowed","rural",90
"3183","Female","Gen Z","not ftyr","low_income","college","White","Married","urban",89
"3184","Female","Millennial","full-time year-round worker","NA","college","White","Divorced/separated/widowed","suburban",89
"3185","Female","Millennial","not ftyr","NA","college","Non-white","Divorced/separated/widowed","rural",89
"3186","Female","Silent","full-time year-round worker","NA","non-college","Non-white","Never married","urban",89
"3187","Female","Gen Z","not ftyr","upper_middle_income","college","Non-white","Married","urban",88
"3188","Female","Silent","full-time year-round worker","NA","non-college","White","Divorced/separated/widowed","suburban",88
"3189","Male","Gen Z","not ftyr","NA","non-college","White","Divorced/separated/widowed","suburban",87
"3190","Female","Gen Z","full-time year-round worker","high_income","non-college","White","Divorced/separated/widowed","suburban",87
"3191","Female","Gen X","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","rural",87
"3192","Male","Gen Z","full-time year-round worker","upper_middle_income","college","White","Never married","rural",86
"3193","Female","Gen Z","full-time year-round worker","high_income","non-college","Non-white","Married","rural",86
"3194","Female","Gen Z","not ftyr","NA","non-college","White","Divorced/separated/widowed","rural",86
"3195","Female","Silent","full-time year-round worker","middle_income","college","Non-white","Married","rural",86
"3196","Male","Gen Z","full-time year-round worker","middle_income","non-college","White","Divorced/separated/widowed","urban",85
"3197","Female","Gen Z","not ftyr","low_income","college","Non-white","Married","suburban",85
"3198","Female","Silent","full-time year-round worker","high_income","college","Non-white","Married","rural",84
"3199","Male","Gen Z","not ftyr","middle_income","non-college","Non-white","Divorced/separated/widowed","rural",83
"3200","Male","Silent","full-time year-round worker","low_income","college","White","Never married","rural",83
"3201","Female","Gen Z","full-time year-round worker","NA","college","Non-white","Never married","suburban",83
"3202","Male","Gen Z","full-time year-round worker","high_income","college","White","Never married","rural",82
"3203","Male","Millennial","not ftyr","high_income","college","Non-white","Divorced/separated/widowed","rural",82
"3204","Female","Gen Z","full-time year-round worker","middle_income","college","White","Married","suburban",82
"3205","Female","Gen Z","full-time year-round worker","NA","non-college","Non-white","Married","urban",82
"3206","Female","Gen Z","not ftyr","NA","college","Non-white","Never married","rural",82
"3207","Female","Gen Z","not ftyr","high_income","non-college","Non-white","Divorced/separated/widowed","rural",81
"3208","Female","Silent","full-time year-round worker","NA","non-college","White","Divorced/separated/widowed","rural",81
"3209","Male","Gen Z","not ftyr","high_income","college","White","Never married","rural",79
"3210","Male","Gen Z","not ftyr","NA","non-college","White","Divorced/separated/widowed","urban",78
"3211","Female","Gen Z","full-time year-round worker","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","rural",78
"3212","Female","Gen Z","not ftyr","upper_middle_income","college","Non-white","Married","rural",78
"3213","Male","Silent","full-time year-round worker","NA","non-college","White","Never married","suburban",77
"3214","Male","Gen Z","full-time year-round worker","high_income","non-college","White","Married","urban",76
"3215","Male","Gen Z","not ftyr","low_income","college","Non-white","Married","rural",76
