"","puma","PUMAname","simple_density","logged_density","hholds"
"1693","4101200","Yamhill & Polk Counties",621.144141591146,185.008073069817,65080
"1694","5400800","Cabell, Wayne & Mason Counties--Huntington City",650.725822896223,183.491719363826,67623
"1695","1500100","Maui, Kalawao & Kauai Counties",638.449159013323,182.95876238804,76997
"1696","2400501","Baltimore County (Outer)",302.789493080228,182.832471586816,45397
"1697","2500302","Worcester County (West Central)",321.007050023885,182.829703705331,46224
"1698","1702300","Kankakee County",491.210612663656,182.652219201762,40239
"1699","5501401","Fond du Lac & Calumet Counties",657.418603030564,182.307820465333,60732
"1700","2000300","Riley, Geary & Pottawatomie Counties--Manhattan City",651.106740637751,182.037138569362,48119
"1701","1801801","Boone & Hamilton (Northwest) Counties",344.748871652902,181.472297909409,46178
"1702","1302700","Northwest Georgia Regional Commission (North Central)--Whitfield County",271.701915969687,181.032127649539,35384
"1703","4001301","Rogers (Central) & Wagoner (West) Counties--Claremore City",341.878583941486,180.765570897065,44217
"1704","4805600","Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties",673.595899589553,180.425373105903,40467
"1705","4804501","Houston-Galveston Area Council--Montgomery County (Northeast)--Conroe City (East)",309.624379557366,179.945547613654,50324
"1706","1302100","Three Rivers Regional Commission (North Central)--Coweta County",263.627656537111,179.430216359321,50531
"1707","2601704","Genesee (West) & Shiawassee Counties",373.808395807328,179.159365016586,72863
"1708","1703700","Kendall & Grundy Counties",367.232365334687,179.11457061699,58888
"1709","2601004","Kent County (North)",369.851015049315,177.179510670289,45260
"1710","0609701","Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities",461.365571157886,177.119139058938,74513
"1711","1703009","Kane County (West)",232.117127537268,177.02167165128,42874
"1712","3800300","South Central North Dakota--Bismarck City",841.547456712267,176.895088481265,56969
"1713","4203503","Lancaster County (East)--Ephrata Borough",379.524475371139,175.741103380001,59769
"1714","5400300","Monongalia & Preston Counties--Morgantown City",659.904639098563,175.300224457515,50830
"1715","1206903","Lake (South) & Sumter (South) Counties",297.623900082728,175.017274876051,63617
"1716","0611105","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities",599.402583863427,174.800368769477,38113
"1717","2500100","Berkshire County--Pittsfield City",597.889180320449,174.000978119526,55063
"1718","4701100","Sullivan County (Southeast)--Bristol City",246.791100313467,173.191244296378,44090
"1719","3602600","Chautauqua County",632.490530159555,173.095110837955,52983
"1720","4805400","Capital Area COG (Southwest)--Hays County",303.929413183385,172.694984738012,68045
"1721","3903300","Stark County (East) & Carroll County--Alliance City",377.456338718683,172.660003035556,48791
"1722","4803502","Central Texas COG--Bell County (North, East & South)--Temple & Belton Cities",402.326671314719,172.652991425866,57704
"1723","4802102","Johnson County",434.286802448359,172.265383675264,55467
"1724","2701700","Carver & Scott (West) Counties",321.993680997539,172.043044296496,40381
"1725","2102600","Northern Kentucky Area Development District (Southeast)",750.147537410908,171.715421630726,60656
"1726","3904400","Miami County",256.120780846109,170.184408775965,40900
"1727","3703001","Gaston County (Northwest)--Mount Holly City",206.243232937871,170.016187508212,38952
"1728","0400205","Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town",488.701294888935,169.51968501817,42063
"1729","2401400","Wicomico, Worcester & Somerset Counties--Salisbury City",409.882558425914,168.432138172967,66967
"1730","4201400","Mercer County",507.633216291914,168.322523680093,45805
"1731","3703500","Davidson County",244.823128821248,167.880081679683,64727
"1732","4500200","Anderson County--Anderson City",260.381787447983,167.553046745739,76234
"1733","2601701","Genesee (East) & Lapeer Counties",335.014884043102,167.547730899699,72684
"1734","2702200","Blue Earth, Nicollet & Waseca Counties--Mankato City",631.119845031084,167.406080334475,45595
"1735","0608302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities",991.073650221045,167.182885922565,33807
"1736","4500501","York County (West & Outside Rock Hill City)",285.207120291419,166.411684768145,45046
"1737","0900500","Litchfield County",364.531901776797,165.975225894558,74605
"1738","5311507","Pierce County (Southeast)--Graham, Elk Plain & Prairie Ridge",330.340313109242,165.505783666838,38334
"1739","5151110","Central Shenandoah Planning District Commission (Northeast)",515.874213992147,165.204117780486,47351
"1740","5151135","Crater Planning District Commission",526.377494288738,164.937048777802,63051
"1741","4203701","Adams & Franklin (Southeast) Counties",435.886476103176,163.326764779579,49477
"1742","4804803","Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City",472.787429721351,163.260966946587,37481
"1743","4200803","Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough",589.194403438193,162.915558687383,51797
"1744","4202801","Carbon & Lehigh (North) Counties",337.18330974351,162.432523698718,51279
"1745","2401500","St. Marys & Calvert Counties",227.974939471353,161.443827423129,70738
"1746","1703108","Will County (South)",365.453850414567,161.027616034255,41268
"1747","3703400","Rowan County",248.284817450951,160.485991685677,51798
"1748","4703000","Madison & Chester Counties--Jackson City",351.406302503303,160.241494146083,43108
"1749","0601700","El Dorado County--El Dorado Hills",353.957626876487,159.657347770704,68084
"1750","3400800","Hunterdon County",315.507952292257,159.495287333831,46822
"1751","1201701","Citrus County",255.553806995338,159.219871947642,62488
"1752","4702300","Wilson County--Lebanon & Mount Juliet Cities",261.68223267204,159.09025918781,47213
"1753","3702500","Henderson & Transylvania Counties",249.146924519863,157.47505328878,61929
"1754","1200500","Walton, Washington, Holmes & Bay Counties",443.859291578696,157.147878933403,109693
"1755","3705002","Cumberland County (East)--Hope Mills & Spring Lake Towns",315.990138878223,156.952038929912,37520
"1756","1802900","Bartholomew & Jackson Counties--Columbus City",420.139868393987,156.135777002335,48021
"1757","2902800","Jasper & Newton Counties",372.449786185623,155.931648710533,68160
"1758","4805309","Travis County (West, South & Outside Austin City)",246.86434785162,155.667797104189,43493
"1759","2200200","Coordinating & Development Corporation 3--Bossier & Webster Parishes",441.582396339222,155.390863383796,63996
"1760","5600400","Natrona, Carbon & Converse Counties",687.236892873839,155.013538932117,44819
"1761","4805800","Alamo Area COG (Northeast)--Comal County",329.890052137962,153.104406027623,47253
"1762","2601900","Eaton & Clinton Counties",365.040559329931,152.446247824463,73486
"1763","4800900","Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities",330.42100351201,152.273996021837,62146
"1764","2202100","South Central Planning & Development Commission 3--Terrebonne Parish",439.61721956299,152.167101655459,40177
"1765","3701703","Guilford County (North)--Summerfield Town",184.828894831895,151.923317364183,45096
"1766","3601600","Fulton & Montgomery Counties",586.18802182217,151.678051524317,42235
"1767","3200200","Carson City, Lyon, Douglas & Storey Counties",695.850306195931,151.120194325202,64326
"1768","0606103","Placer County (East/High Country Region)--Auburn & Colfax Cities",324.435375071645,150.438790579869,44287
"1769","3500200","San Juan County (Northeast)--Farmington, Bloomfield & Aztec Cities",358.445882884747,148.980314371259,33840
"1770","0901500","Windham County",365.081102363683,148.588545346874,44529
"1771","4905001","Cache, Summit, Morgan & Rich Counties",556.59428482425,148.174997463207,55447
"1772","5311200","Cowlitz, Pacific & Wahkiakum Counties",672.903818269377,147.529697964798,51277
"1773","0400201","Pima County (West)",650.31722084833,146.828068170313,34825
"1774","4203900","Fayette County",437.156338656675,146.607994225111,54043
"1775","4202003","Westmoreland County (East)",447.803573975741,146.329909996171,44880
"1776","2400700","Cecil County",212.221701597739,146.100114897449,37076
"1777","4804802","Houston-Galveston Area Council--Brazoria County (Central)--Alvin City",313.525718714599,145.992313292568,38179
"1778","1802500","Hancock & Shelby Counties",414.385145117408,145.560245225112,45179
"1779","4200702","Lackawanna (Outside Greater Scranton City) & Wyoming Counties",359.662349751998,145.366239498619,52988
"1780","2700900","Stearns County--St. Cloud City",467.485676434828,143.501028850706,58657
"1781","3601802","Saratoga County (Outer)",364.511084466103,141.825779674938,46555
"1782","1600900","Twin Falls & Cassia Counties--Twin Falls City",446.645895294138,140.545673742383,37923
"1783","0501200","Saline County",264.113618422282,140.515165773294,43314
"1784","3903500","Belmont & Jefferson Counties",410.764370595105,140.498292202209,54481
"1785","0101100","Calhoun County",221.347478902616,140.134390708781,45099
"1786","0602300","Humboldt County",614.991823987936,139.818439697742,53966
"1787","3903400","Columbiana County",293.55354290536,139.798826292165,41582
"1788","4953001","Washington County--St. George City",370.528219923333,139.704421708945,52385
"1789","0100900","Etowah County",258.929288744169,139.084721304147,39061
"1790","4200900","Lycoming & Clinton Counties",606.528973401772,138.308389880698,60666
"1791","5550000","Walworth County",245.145578473592,137.539462989167,40246
"1792","4806701","Cameron County (East)--Brownsville City (North)",331.771431417862,136.912351872815,35157
"1793","1801003","Allen County (Outside Fort Wayne City)",233.919234663224,136.90047047124,39064
"1794","4200600","Monroe County",249.118267082342,136.390642014697,57526
"1795","4802101","Ellis County",252.47140045648,135.674095421299,54725
"1796","0604701","Merced County (West & South)--Los Banos & Livingston Cities",410.26382385273,135.51967977708,31831
"1797","3704000","Wayne County",246.899794560844,134.968677195871,47587
"1798","5151120","George Washington Regional Commission (South)",328.946194035349,134.438781777194,63066
"1799","3701000","Wilson & Greene Counties--Wilson City",326.21228018819,133.572442245041,39416
"1800","4500601","Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank",231.131139372018,133.286308151411,64383
"1801","4500105","Greenville (South) & Laurens Counties--Simpsonville, Laurens & Clinton Cities",271.286687496448,133.28040261179,60231
"1802","1000300","Sussex County",188.41393845762,133.24506712599,86322
"1803","5151145","Isle of Wight, Southampton Counties, Suffolk & Franklin Cities",330.301639549395,132.928770530277,56622
"1804","0601907","Fresno County (East)--Sanger, Reedley & Parlier Cities",445.760803223594,132.892113952298,39964
"1805","4500302","Spartanburg County (Outside Spartanburg City)--Greer City (East)",183.776160036602,132.8727431477,65866
"1806","3902000","Wayne County",266.530659231627,132.824435143523,43353
"1807","2101600","KIPDA Area Development District (Southeast)",301.387789419249,132.091050939664,41407
"1808","0602905","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",584.39420470947,132.041756954055,66191
"1809","3905100","Scioto & Lawrence Counties",437.218235627159,131.977285983738,53935
"1810","3702202","Buncombe County (Northwest)",155.597772299932,131.696985930419,50094
"1811","3704600","Pender & New Hanover (North) Counties",284.922986751323,131.615365377058,42816
"1812","2602000","Calhoun & Barry Counties",323.33526409631,131.177889533275,77067
"1813","0501100","Faulkner & Lonoke Counties",299.225980900376,131.077310204371,70116
"1814","1803500","Floyd, Harrison & Washington Counties",441.2653521567,131.048872724344,54309
"1815","4203702","Franklin County (Outside Washington Township & Waynesboro Borough)",328.447733145492,130.953305156458,49443
"1816","1802600","Wayne, Fayette, Rush & Union Counties",409.11729045554,130.800084028999,45339
"1817","3901200","Geauga & Lake (South) Counties",191.179745463275,130.756463825432,43519
"1818","4701601","Anderson, Union & Knox (North) Counties--Oak Ridge (East) & Clinton Cities",230.597714579209,129.950079479249,42085
"1819","1900700","Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City",563.782226193798,129.933806688561,61609
"1820","1210504","Polk County (South)",221.090054387264,129.082565379343,49564
"1821","5501301","Manitowoc & Kewaunee Counties",383.948029244175,129.06476428575,42353
"1822","0603900","Madera County--Madera City",598.790187224664,126.664917170401,44458
"1823","2801300","Central Region--Rankin & Simpson Counties",278.109671514084,126.240389997551,64548
"1824","2102000","Bluegrass Area Development District (West)",283.851395649313,126.170003666821,48107
"1825","1801400","Grant, Miami & Wabash Counties",364.53757792685,125.483369889689,52507
"1826","2602701","Washtenaw County (West, Northeast & Southeast)",250.053226344239,124.996758937009,40155
"1827","4802006","Denton County (North & West)--Denton City (Outer)",185.085571263433,124.819053434191,46696
"1828","4500900","Florence & Darlington Counties--Florence City",294.745931296194,124.804928589387,78953
"1829","3902400","Hancock & Putnam Counties",381.96787097165,124.493533396438,45208
"1830","1702400","LaSalle County",400.200110810831,124.427247329536,44448
"1831","4501500","Aiken & Edgefield Counties--Aiken & North Augusta Cities",243.595543317721,124.36059279125,74757
"1832","0102703","Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",226.700176104385,123.603597278647,69637
"1833","2400301","Frederick County (Outside Greater Frederick City)",227.348232089011,122.972094935751,44256
"1834","4202301","Cumberland (West) & Perry Counties--Carlisle Borough",426.54519832504,122.897057343218,54311
"1835","3300400","Central New Hampshire--Merrimack County (Central)--Concord City",348.538740866571,122.583390917625,43484
"1836","3800400","Northeast North Dakota--Grand Forks City",886.75714706131,122.364812626045,45896
"1837","5501001","Dodge & Jefferson Counties",369.389950472655,122.346319753323,66726
"1838","4500101","Pickens & Oconee Counties--Easley & Clemson Cities",193.21343279479,121.138862096235,77782
"1839","2701000","Sherburne & Benton Counties",246.874649585282,120.907092943723,47186
"1840","3901300","Ashtabula County",310.266558012179,120.681559831406,38381
"1841","5311900","Clallam & Jefferson Counties",365.123012876798,120.588359216799,46183
"1842","3703600","Randolph County",214.580401437648,119.969373857315,55679
"1843","0600702","Butte County (Southeast)--Oroville City & Paradise Town",272.074962647604,119.20585474571,40936
"1844","0605303","Monterey (South & East) & San Benito Counties",732.486771394851,119.192919085326,34615
"1845","3704300","Craven County",269.617729007106,119.075452195437,40571
"1846","0100600","Morgan & Lawrence Counties--Decatur City",321.303048089454,118.762673139017,58960
"1847","2702400","Mower, Steele, Freeborn & Dodge Counties",497.190113895442,118.528570817757,50622
"1848","1302600","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",203.369658867523,118.310398223194,65625
"1849","1302900","Northwest Georgia Regional Commission (East Central)--Bartow County",176.304012326058,118.199085130591,37120
"1850","4501101","Horry County (West & North)--Conway City & Red Hill",218.616353635837,118.19133845614,55598
"1851","1200102","Alachua County (Outer)",412.888218085627,117.401515664442,41980
"1852","3702700","Lincoln & Cleveland (East) Counties",164.047156042585,117.298415250667,49858
"1853","4101105","Marion County (Outside Salem & Keizer Cities)--Woodburn & Silverton Cities",378.332271219983,116.894757971794,39538
"1854","2701800","Wright County",192.836238183912,116.548061644907,46568
"1855","5151040","New River Valley Planning District Commission",291.006723731456,116.476385145823,69179
"1856","3704800","Brunswick County",179.021344999351,116.448929984442,53104
"1857","2500200","Franklin & Hampshire (North) Counties",379.527418853824,115.996981179323,45538
"1858","4204002","Washington (South) & Greene Counties",400.68099681999,115.464060908844,40549
"1859","0605700","Nevada & Sierra Counties",228.349965743848,115.373285849248,41594
"1860","3600600","Oswego County",399.224594353531,115.200082945947,45881
"1861","1302300","Three Rivers Regional Commission (Northwest)--Carroll County",153.193204098274,115.119695925065,41123
"1862","3300600","Hillsborough County (Western)",201.48979331188,114.72873145283,41283
"1863","0607902","San Luis Obispo County (East)--Inland Region",545.666541497634,114.23434484485,38780
"1864","5501600","Marathon County",397.451729093023,114.202958446383,54820
"1865","2902002","Jefferson County (South)",192.998759936741,114.201733942501,41948
"1866","3900200","Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City",524.184903772606,113.87556474572,43339
"1867","5400200","Harrison, Marion, Taylor & Doddridge Counties",292.941681045702,113.367184957636,59538
"1868","0102600","Baldwin County",181.614542192292,112.895800470222,76133
"1869","4903001","Tooele & Box Elder Counties",478.81573540638,112.767565166086,36597
"1870","2300700","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",191.271343288765,112.553020341004,44074
"1871","1303800","Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties",136.877947742659,112.022876825896,46373
"1872","3901400","Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties",228.064945652052,111.766113134577,53946
"1873","3501200","Far Southeast New Mexico",418.900951031602,111.70154597346,43302
"1874","3700900","Nash & Edgecombe Counties--Rocky Mount City",206.37496247611,111.680914773224,58309
"1875","4806807","Hidalgo County (North & West)",199.184411626142,111.441016926605,27850
"1876","2201300","Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",366.225135871667,111.115366616902,65887
"1877","2102200","Bluegrass Area Development District (Southeast)",318.545999249973,110.844411293934,43552
"1878","3701100","Johnston County",142.172816096392,109.479594345934,65401
"1879","4701900","Bradley, McMinn & Polk Counties--Cleveland City",239.356393395252,109.394312679377,66990
"1880","3702000","Caldwell & Alexander Counties",164.772333803118,108.028590062031,45894
"1881","2902200","Cape Girardeau, Scott & Bollinger Counties",332.893973374321,107.737020788956,49659
"1882","4701400","Hamblen, Cocke & Grainger Counties",224.853223275387,107.197092400671,48047
"1883","1202103","Collier County (East)",365.630773630757,106.957110204195,40339
"1884","1300100","Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties",236.983945985703,106.744564908401,57843
"1885","1700900","Jackson, Williamson, Franklin & Perry Counties",316.831817847938,106.679633472858,75373
"1886","2201700","Capital Region Planning Commission 6--Livingston & St. Helena Parishes",188.77916246132,106.255777872212,52665
"1887","3902800","Marion, Knox & Morrow Counties",386.508711780956,106.145315016734,60709
"1888","2901100","Cass & Bates Counties",258.178892016724,105.836464754515,45410
"1889","0603701","Los Angeles County (North/Unincorporated)--Castaic",326.632789659886,104.990933688482,41263
"1890","4001400","Garfield, Kay & Noble Counties--Enid City",411.790405560009,104.8721320192,46286
"1891","1202700","Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties",239.862513188315,104.330350503381,56289
"1892","2102300","Bluegrass Area Development District (Northeast)",336.809030623836,103.959859212971,51905
"1893","5400400","Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties",221.299855106888,103.322369474073,91332
"1894","5151045","Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities)",319.969915311918,102.948600596435,83031
"1895","4803802","Heart of Texas COG--McLennan County--Waco (Outer), Hewitt & Robinson Cities",206.777633856498,102.875440543385,49668
"1896","3602801","Dutchess County (North & East)",159.070571422365,102.792194740127,46136
"1897","3601400","Ontario & Yates Counties",294.325119389344,102.20426443583,53607
"1898","4805907","Bexar County (South)--San Antonio City (Far South)",220.124093136273,101.489090045736,31745
"1899","2101300","Lincoln Trail Area Development District (West)",300.646523465189,101.419169174312,62119
"1900","0100100","Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",302.992581655317,101.314407128265,75165
"1901","0400600","Mohave & La Paz Counties--Lake Havasu City",448.138683605479,100.947391118403,92700
"1902","5401200","Raleigh, Mercer & Fayette Counties",233.287793847676,100.033267864553,73785
"1903","5310300","Chelan & Douglas Counties",548.855441413172,99.7263177535966,42089
"1904","4701500","Sevier & Jefferson Counties",120.251482060797,99.4506620160151,56989
"1905","2500400","Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities)",129.787900391348,99.1797866760247,40086
"1906","0500500","Craighead (West), Greene, Randolph, Lawrence & Clay Counties",293.66353649163,98.9259945028243,73326
"1907","1803200","Warrick, Gibson & Posey Counties",290.597079592703,98.3370869285494,47218
"1908","1300200","Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",289.871791675747,98.2841764805701,40873
"1909","1902300","Des Moines, Lee, Henry & Louisa Counties",406.904488842513,97.8586628777234,43112
"1910","3601500","Madison & Cortland Counties",562.908539776951,97.7036692271111,27728
"1911","5151097","West Piedmont Planning District Commission",267.232892093215,96.9416899999094,80818
"1912","2300400","Kennebec County",210.282811663872,96.7812175507544,51055
"1913","2101800","KIPDA Area Development District (Northeast)",227.558409170593,96.6358593264098,40826
"1914","3903700","Muskingum & Perry Counties",285.58396643373,96.0144252344761,47924
"1915","0501700","Jefferson, Grant & Arkansas (Northwest) Counties",317.954059974146,95.859270132458,38755
"1916","4806500","Coastal Bend COG (Northeast)",269.280618603703,95.7420039673399,44000
"1917","4201900","Indiana & Armstrong Counties",459.346240948444,95.3417092830472,62272
"1918","0607104","San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",209.335893666166,94.8161943303146,39058
"1919","0800824","DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast)",477.224048300342,94.6874004938905,38995
"1920","3601000","Genesee & Orleans Counties",322.401531520242,94.6786469156107,40165
"1921","2001000","Central Kansas--Hutchinson City",474.465004132294,94.3988070602533,41024
"1922","0100200","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)",130.167656539987,94.1661452762351,69278
"1923","1302500","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",187.011776502151,94.0056073969501,61488
"1924","3703800","Harnett County",120.991256173058,93.9539579800817,44657
"1925","2200700","Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes",315.19242384168,93.7590460528006,65962
"1926","5310703","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",569.519253414697,92.7998825329139,38227
"1927","1700300","Adams, Pike, Brown, Schuyler & Mason Counties",495.852437956048,92.563418881595,45046
"1928","3600704","Cayuga & Onondaga (South) Counties",413.940785335263,91.9912649237649,45006
"1929","3702100","Burke & McDowell Counties",154.765300701393,91.663042377106,52538
"1930","0400805","Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",287.972301480018,91.6371650935145,34626
"1931","0610703","Tulare County (Outside Visalia, Tulare & Porterville Cities)",457.257369622254,91.5047657037303,44902
"1932","0607302","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",370.073325707545,91.484190564173,40710
"1933","3701500","Chatham & Lee Counties",159.709960943615,91.0216902073642,49839
"1934","2400100","Allegany & Garrett Counties--Cumberland City",324.792723915394,90.9273242325536,39624
"1935","5151080","Central Shenandoah Planning District Commission (Southwest)",292.723633363016,90.7600199613951,65106
"1936","2102100","Bluegrass Area Development District (South)",219.167493292294,90.3177577522225,46123
"1937","3600300","Warren & Washington Counties",400.858299609988,89.5848765920759,51237
"1938","2800900","Central Region--Madison & Yazoo Counties",214.326235832335,89.4912833038902,37903
"1939","3500700","Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo",184.344787679042,89.0701650898375,37013
"1940","3903000","Tuscarawas & Harrison Counties",225.363299035576,88.7004960927929,42740
"1941","3705200","Hoke, Richmond & Scotland Counties",148.237711967256,88.4154552703034,49017
"1942","3702600","Rutherford, Cleveland (West) & Polk Counties--Shelby City",142.016092903081,88.0717643734006,54584
"1943","4101317","Clackamas County (South & East)--Damascus City",176.469200587555,87.716343663994,38909
"1944","2801800","South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City",261.447011366037,87.7011828641171,64228
"1945","3703300","Stanley & Cabarrus (East) Counties",138.390334217784,87.6933741094848,42066
"1946","1902100","Southwest Iowa--Council Bluffs City",495.213502358135,87.6369699709185,73719
"1947","3902300","Seneca, Crawford & Wyandot Counties",275.718853525864,87.575349784344,48497
"1948","4804000","Deep East Texas COG (Central)--Angelina & Nacogdoches Counties",239.364747763774,86.7931799464328,54756
"1949","0500600","Crittenden, Mississippi & Craighead (East) Counties",311.981002332319,86.2794109109006,39581
"1950","3704400","Carteret, Beaufort & Pamlico Counties",211.317447392412,85.8520444074644,54373
"1951","1800800","Kosciusko & Marshall Counties",180.048803365692,85.4174647066794,47514
"1952","3600800","Wayne & Seneca Counties",144.916286095375,85.2752538756903,50114
"1953","4804200","Orange & Hardin Counties",144.130230961505,85.0116029050075,53011
"1954","5311402","Thurston County (Outer)",116.325080219393,84.8238455481778,39637
"1955","2702300","Rice, Goodhue & Le Sueur Counties",318.577242570409,84.782975534938,53088
"1956","4100902","Jackson County (Outside Medford & Central Point Cities)--Ashland City",320.446029887898,84.2335025579067,43401
"1957","0400500","Yavapai County",323.178552274404,83.2513430816761,94343
"1958","3904800","Ross & Fayette Counties",299.078347013063,83.1621841746802,40255
"1959","2102800","FIVCO Area Development District",265.26661702576,83.1235020417557,52557
"1960","2300800","South Maine--York (West) & Cumberland (West) Counties",117.450626761882,83.0471871505859,72298
"1961","0100500","Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast)",115.01336624286,82.8442797445636,45341
"1962","3902100","Huron & Ashland Counties",202.21451569972,82.2514358792569,43380
"1963","2300300","Penobscot County",368.720115711677,82.2041280375638,61848
"1964","2602500","Lenawee & Hillsdale Counties",249.655393317277,82.0964752745808,56011
"1965","4802400","Parker County",148.636102546677,81.8192212559625,43942
"1966","2202000","South Central Planning & Development Commission 2--Lafourche & Assumption Parishes",252.018663128091,81.5562394494943,44863
"1967","2201800","Capital Region Planning Commission 7--Tangipahoa & Washington Parishes",160.464344198082,81.3036326129867,65140
"1968","3700300","Rockingham & Stokes Counties",125.507554790179,81.1413187241987,56435
"1969","4806900","Coastal Bend COG (Southeast) & Willacy County",312.36080648232,80.4987345909865,32483
"1970","3904200","Pickaway, Union & Madison Counties",253.780431741602,80.2634636434359,53419
"1971","2600500","Northwest Lower Peninsula (West)",202.115660722537,79.8206545407757,62262
"1972","1601300","Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",531.569307300217,79.5079728192569,44952
"1973","4701200","Greene, Carter, Unicoi & Johnson Counties",161.785674848526,79.3867593837562,65666
"1974","2100300","Pennyrile Area Development District (South)",316.281431767384,79.3762641848091,39243
"1975","1900800","Clinton, Muscatine, Jones & Cedar Counties",370.550190250625,79.3416634196199,52101
"1976","1301900","Three Rivers Regional Commission (East)",129.923948870548,79.2598352249416,54017
"1977","4100800","Josephine, Coos & Curry Counties",358.833225510739,79.1477185056162,72469
"1978","0102500","Houston, Dale, Geneva & Henry Counties--Dothan City",206.796590821733,78.898406506798,75805
"1979","3902600","Auglaize, Mercer & Van Wert Counties",192.500840577103,78.8430531647437,45987
"1980","5151215","Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties",169.171702847981,78.5005529660693,72972
"1981","2000400","Northeast Kansas",345.787439735676,78.1628786005314,43946
"1982","4702700","Maury, Bedford & Marshall Counties",166.557306733324,77.0675396942543,62398
"1983","5501601","Central Sands--Wood, Portage, Juneau & Adams Counties",285.235100452576,77.0652414840799,78607
"1984","4801400","Kaufman County",113.76544485285,76.8227019183163,36525
"1985","4201100","Mifflin, Union, Snyder & Juniata Counties",309.717703403966,75.7500938391171,57578
"1986","2900500","Cole, Callaway, Moniteau & Osage Counties",227.241264602034,75.6338679617094,56228
"1987","3705100","Robeson County (West)--Lumberton City",135.579028991596,75.4589046934671,41265
"1988","1208900","Nassau & Baker Counties",186.840924813113,75.1782707575133,38753
"1989","4801100","Ark-Tex COG (East)--Bowie & Cass Counties",234.688096488024,75.1686775178609,44982
"1990","2100100","Purchase Area Development District",195.973487348226,75.0536766079475,79283
"1991","2401300","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",209.718486785301,75.0072001988465,67034
"1992","4701800","Roane, Loudon & Monroe Counties--Oak Ridge City (West)",109.92704575561,74.7429935681729,59125
"1993","3904500","Darke, Shelby & Preble Counties",221.663188579671,74.2878029149778,55594
"1994","0501600","Garland, Hot Spring, Clark & Montgomery Counties",209.776490168738,73.6547914401763,65028
"1995","2901600","Franklin County",122.982053974417,73.4961243660647,40612
"1996","1700600","Douglas, Edgar, Coles & Cumberland Counties",230.611430954098,73.438607946086,40542
"1997","3000500","South Central Montana--Bozeman City",564.075547243976,73.0075096602342,58168
"1998","1801500","Henry, Randolph, Jay & Blackford Counties",242.430765741789,72.9513456040919,41985
"1999","2201000","Acadiana Regional Development District 1--St. Landry & Evangeline Parishes",249.407283121001,72.7810734025833,42395
"2000","4700700","Putnam, Overton, Jackson, Clay & Pickett Counties",205.173440467593,71.7934507489554,49478
"2001","1702700","Stephenson & Ogle Counties",234.202449030171,71.5789528884123,40434
"2002","2601200","Isabella, Gratiot & Clare Counties",269.334864281481,71.5528908062707,52360
"2003","2800800","South Delta Region",271.860329358855,70.9381609047473,44386
"2004","3602202","Broome (Outer West) & Tioga Counties",149.398650626073,70.8885990702339,42767
"2005","2600900","Allegan County",136.019425578434,70.868872926075,42556
"2006","1500200","Hawaii County",279.319637328595,70.4968996280239,67054
"2007","2602200","St. Joseph & Branch Counties",178.64714175355,70.1812001589413,40246
